Nama,URL,Lokasi,Tipe Kuliner,Rasa,Suasana,Harga : Rasa,Pelayanan,Kebersihan,Jam Buka,Pembayaran,Fasilitas,Alamat,Telepon,Price per Person
"Sushi Masa 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/sushi-masa-penjaringan,Penjaringan , Jepang,4.6,4.2,4.2,3.9,4.4,"Senin - Jumat (11:30 - 14:30, 17:00 - 22:00), Sabtu - Minggu (11:00 - 22:00)","Tunai, Visa, Master, Debet",Area merokok100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Grey Building, Lantai 3Jl. Tuna Raya No. 5, Penjaringan, Jakarta Utara",081113109558,Di atas Rp. 200.000 /orang
"The Garden Osteria 
                [ Italia ]",https://pergikuliner.com/restaurants/jakarta/the-garden-osteria-senopati,Senopati , Italia,4.3,4.7,4.2,4.0,4.6,Senin - Minggu (11:00 - 24:00),"Tunai, Visa, Master, Debet",WifiArea merokokBisa reservasiArea parkirAlkohol,"Jl. Suryo No. 38, Senopati, Kebayoran Baru, Jakarta Selatan",081284537358,Di atas Rp. 200.000 /orang
"House Of Yuen - Fairmont Jakarta 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/house-of-yuen-fairmont-jakarta-senayan,Senayan , China,4.4,4.8,3.8,4.6,4.7,Senin - Minggu (09:00 - 21:00),"Tunai, Visa, Master, Debet",WifiRuang VIPBisa reservasiArea parkirAlkohol,"Fairmont Jakarta, Lantai 3Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan","021 29703333,  021 29039172",Di atas Rp. 200.000 /orang
"Shaburi & Kintan Buffet 
                [ Jepang ]",https://pergikuliner.com/restaurants/bekasi/shaburi-dan-kintan-buffet-bekasi-selatan,Bekasi Selatan , Jepang,4.7,4.2,4.4,4.6,4.6,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalBisa reservasiArea parkir,"Grand Metropolitan Bekasi, Lantai Upper GroundJl. KH. Noer Ali, Bekasi Selatan, Bekasi",021 29579992,Di atas Rp. 200.000 /orang
"Cutt & Grill 
                [ Barat ]",https://pergikuliner.com/restaurants/jakarta/cutt-dan-grill-senopati,Senopati , Barat,4.4,4.5,4.2,4.4,4.5,"Senin - Kamis (11:30 - 23:00), Jumat - Sabtu (11:30 - 24:00), Minggu (11:30 - 23:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Jl. Suryo No. 32, Senopati, Kebayoran Baru, Jakarta Selatan",08111138368,Di atas Rp. 200.000 /orang
"Karena Rasa 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/karena-rasa-bekasi-selatan,Bekasi Selatan , Kafe,4.6,4.1,4.9,4.7,4.4,Senin - Minggu (07:00 - 21:00),"Tunai, Debet",WifiArea merokokArea outdoor100% HalalArea parkir,"Perumnas 1Jl. Komodo Raya No. 300, Bekasi Selatan, Bekasi",081288483640,Di bawah Rp. 50.000 /orang
"Kenjiro 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/kenjiro-melawai,Melawai , Jepang,4.3,4.6,3.7,4.5,4.5,"Senin - Kamis (10:00 - 24:00), Jumat - Sabtu (10:00 - 01:00), Minggu (10:00 - 24:00)","Tunai, Visa, Master, Debet",WifiArea merokokRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Adityawarman No. 63, Melawai, Kebayoran Baru, Jakarta Selatan","021 5156888,  08119209003",Rp. 100.000 - Rp. 200.000 /orang
"Maikeru 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/maikeru-senopati,Senopati , Jepang,4.2,4.5,3.7,4.6,4.5,"Senin - Minggu (12:00 - 15:00, 17:00 - 22:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Area merokok100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Tulodong Atas No. 28, Senopati, Kebayoran Baru, Jakarta Selatan",08111730228,Rp. 100.000 - Rp. 200.000 /orang
"Canabeans 
                [ Kafe ]",https://pergikuliner.com/restaurants/tangerang/canabeans-bintaro,Bintaro , Kafe,4.3,4.3,4.1,4.6,4.4,Senin - Minggu (07:00 - 21:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"The Accent, Lantai GroundJl. MH. Thamrin CBD (Bintaro Sektor 7), Bintaro, Tangerang Selatan",021 22929497,Rp. 50.000 - Rp. 100.000 /orang
"Gyu Kaku 
                [ Jepang ]",https://pergikuliner.com/restaurants/surabaya/gyu-kaku-tegalsari,Tegalsari , Jepang,4.9,4.4,4.6,4.4,4.8,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Tunjungan Plaza 4, Lantai 5Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",031 5468363,Di atas Rp. 200.000 /orang
"Tomoro Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/tomoro-coffee-menteng,Menteng , Kafe,4.4,4.3,4.6,4.6,4.6,Senin - Minggu (07:00 - 23:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokok100% HalalArea parkir,"Jl. H. Agus Salim No. 62, Menteng, Jakarta Pusat",081119201071,Di bawah Rp. 50.000 /orang
"Kozi Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/kozi-coffee-bekasi-selatan,Bekasi Selatan , Kafe,4.4,4.6,4.3,4.5,4.6,Senin - Minggu (10:00 - 22:00),Tunai,WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Grand Galaxy CityJl. Boulevard Raya Barat No. 19, Bekasi Selatan, Bekasi",081285588502,Rp. 50.000 - Rp. 100.000 /orang
"Altero Bistronomie 
                [ Barat ]",https://pergikuliner.com/restaurants/bandung/altero-bistronomie-cipaganti,Cipaganti , Barat,4.3,4.8,4.0,4.9,4.8,"Senin - Kamis (10:00 - 22:00), Jumat (13:00 - 23:00), Sabtu - Minggu (10:00 - 23:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Cipaganti No. 38, Cipaganti, Bandung",082121228500,Rp. 100.000 - Rp. 200.000 /orang
"Hachi Grill 
                [ Jepang ]",https://pergikuliner.com/restaurants/bandung/hachi-grill-sarijadi,Sarijadi , Jepang,4.7,4.6,4.4,4.8,4.7,"Senin - Kamis (11:00 - 21:00), Jumat (11:00 - 22:00), Minggu (10:00 - 22:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Prof. Dr. Sutami No. 56, Sarijadi, Bandung","081310006057,  081310006058",Di atas Rp. 200.000 /orang
"Edogin - Hotel Mulia 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/edogin-hotel-mulia-senayan,Senayan , Jepang,4.6,4.5,4.1,4.6,4.5,"Senin - Kamis (18:00 - 23:00), Jumat - Sabtu (12:00 - 14:30, 18:00 - 23:00), Minggu (11:00 - 14:30, 18:00 - 23:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiRuang VIPBisa reservasiArea parkirAlkohol,"Hotel Mulia, Lantai GroundJl. Asia Afrika, Senayan, Jakarta Selatan",021 5753274,Di atas Rp. 200.000 /orang
"Tanmu Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/tanmu-coffee-bogor-timur,Bogor Timur , Kafe,4.3,4.6,4.4,4.3,4.3,"Senin - Jumat (07:00 - 22:00), Sabtu - Minggu (06:00 - 22:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiPesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Pajajaran Indah V No. 38, Bogor Timur, Bogor",087877637348,Di bawah Rp. 50.000 /orang
"Lustre 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/lustre-pondok-indah,Pondok Indah , Kafe,4.5,4.8,4.2,4.4,4.4,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Pondok Indah Mall 1, Street Gallery, Lantai 2Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan","021 29529732,  0818551000",Rp. 50.000 - Rp. 100.000 /orang
"Kalav Burger & Platter 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/kalav-burger-dan-platter-bekasi-timur,Bekasi Timur , Kafe,4.6,4.3,4.4,4.4,4.2,"Selasa - Jumat (15:00 - 22:00), Sabtu - Minggu (11:00 - 22:00), Senin Tutup","Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Perumnas 3Jl. P Bali Raya Blok G No. 7, Bekasi Timur, Bekasi",085880868210,Di bawah Rp. 50.000 /orang
"Bellamie Boulangerie 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/bellamie-boulangerie-riau,Riau , Kafe,4.4,4.2,4.1,4.1,4.2,Senin - Minggu (07:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiPesan antarArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Cihapit No. 37, Riau, Bandung","022 87805386,  022 87805387,  082121207283",Rp. 50.000 - Rp. 100.000 /orang
"Le Gran Cafe - Hotel Gran Mahakam 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/le-gran-cafe-hotel-gran-mahakam-blok-m,Blok M , Indonesia,4.2,4.5,3.7,4.5,4.5,"Senin - Jumat (06:00 - 23:00), Sabtu - Minggu (06:00 - 24:00)","Tunai, Visa, Master, Debet",WifiArea merokok100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Hotel Gran Mahakam, Lantai MezzanineJl. Mahakam I No. 8, Blok M, Kebayoran Baru, Jakarta Selatan",021 7209966,Di atas Rp. 200.000 /orang
"The Social Pot 
                [ Jepang,Thailand ]",https://pergikuliner.com/restaurants/jakarta/the-social-pot-tebet,Tebet ," Jepang,Thailand",4.5,4.1,4.3,4.3,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalBisa reservasiArea parkir,"Kota Kasablanka, Lantai Lower GroundJl. Casablanca Raya, Tebet, Jakarta Selatan",021 29612745,Rp. 100.000 - Rp. 200.000 /orang
"Isshin 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/isshin-tebet,Tebet , Jepang,4.4,4.2,4.0,4.7,4.5,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalArea parkir,"Kota Kasablanka, Lantai Upper Ground, Food SocietyJl. Casablanca Raya, Tebet, Jakarta Selatan",021 29475221,Rp. 100.000 - Rp. 200.000 /orang
"Coffee & Thyme 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/coffee-dan-thyme-tebet,Tebet , Kafe,4.1,4.6,4.1,4.7,4.5,Senin - Minggu (12:00 - 24:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Tebet Timur Dalam Raya No. 53C, Tebet, Jakarta Selatan",085333734927,Rp. 50.000 - Rp. 100.000 /orang
"Social Garden 
                [ Barat, Indonesia ]",https://pergikuliner.com/restaurants/jakarta/social-garden-senayan,Senayan ," Barat, Indonesia",4.2,4.7,3.7,4.4,4.4,"Senin - Kamis (11:00 - 23:00), Jumat - Sabtu (11:00 - 24:00), Minggu (11:00 - 23:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoorBisa reservasiArea parkirAlkohol,"Senayan City, Lantai GroundJl. Asia Afrika, Senayan, Jakarta Selatan",021 72781516,Di atas Rp. 200.000 /orang
"Orasa's 
                [ Thailand ]",https://pergikuliner.com/restaurants/jakarta/orasa-s-scbd,SCBD , Thailand,4.5,4.5,4.0,4.1,4.5,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiRuang VIPBisa reservasiArea parkirAlkohol,"ASHTA District 8, Lantai GroundJl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan","021 50111195,  087888303125",Rp. 100.000 - Rp. 200.000 /orang
"Garasi Ergo 
                [ Kafe ]",https://pergikuliner.com/restaurants/surabaya/garasi-ergo-wiyung,Wiyung , Kafe,4.6,4.5,4.3,4.4,4.5,Senin - Minggu (06:00 - 21:00),"Tunai, Visa, Master, Debet",WifiArea outdoorBisa reservasiArea parkir,"ROCA ClubhouseJl. Bintang Graha Famili X No. 2, Wiyung, Surabaya( Alamat Lama:Jl. HR Muhammad No. 40, Dukuh Pakis, Surabaya)",0818575888,Rp. 50.000 - Rp. 100.000 /orang
"Yakiniku Like 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/yakiniku-like-puri,Puri , Jepang,4.5,4.0,4.3,4.3,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",100% HalalArea parkir,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground, Takeshita StreetJl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",021 50813596,Rp. 100.000 - Rp. 200.000 /orang
"Lee Palace 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/lee-palace-hayam-wuruk,Hayam Wuruk , China,4.3,4.5,4.1,4.1,4.4,"Selasa - Jumat (10:30 - 15:00, 17:00 - 21:00), Sabtu (09:30 - 21:00), Minggu (08:00 - 21:00), Senin Tutup","Tunai, Visa, Master, Debet",WifiRuang VIPBisa reservasiArea parkirAlkohol,"Harmoni Exchange Center, Lantai 3Jl. Hayam Wuruk No. 6, Hayam Wuruk, Jakarta Pusat","021 22035818,  082118577773",Rp. 100.000 - Rp. 200.000 /orang
"Dough Lab 
                [ Toko Kue ]",https://pergikuliner.com/restaurants/jakarta/dough-lab-slipi,Slipi , Toko Kue,4.6,4.4,3.9,4.4,4.3,Senin - Minggu (10:00 - 21:00),"Hanya Non-Tunai: Visa, Master, Debet, Go-pay, Ovo",100% HalalArea parkir,"Central Park, Lantai Lower GroundJl. Letjen S. Parman, Slipi, Jakarta Barat",081296166723,Rp. 50.000 - Rp. 100.000 /orang
"Double U Steak by Chef Widhi 
                [ Barat ]",https://pergikuliner.com/restaurants/bekasi/double-u-steak-by-chef-widhi-bekasi-selatan,Bekasi Selatan , Barat,4.9,3.8,4.7,4.4,4.1,"Senin - Jumat (11:00 - 22:00), Sabtu (11:00 - 23:00), Minggu (11:00 - 22:00)","Tunai, Visa, Master, Debet",Area merokok100% HalalBisa reservasiArea parkir,"Grand Galaxy CityJl. Wijaya Kusuma A1 No. 183, Bekasi Selatan, Bekasi","021 82732151,  082211881880",Rp. 100.000 - Rp. 200.000 /orang
"Amuz 
                [ Perancis ]",https://pergikuliner.com/restaurants/jakarta/amuz-scbd,SCBD , Perancis,4.5,4.9,3.6,4.7,4.5,"Senin - Sabtu (11:30 - 14:30, 17:30 - 22:00), Minggu Tutup","Tunai, Visa, Master, Debet",WifiRuang VIPBisa reservasiArea parkirAlkohol,"Energy Building, Lantai 2Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",021 2505064,Di atas Rp. 200.000 /orang
"Kumari 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/kumari-dipatiukur,Dipatiukur , Kafe,4.3,4.6,3.7,4.2,4.5,Senin - Minggu (07:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Bagusrangin No. 1, Dipatiukur, Bandung","022 20469998,  081775115155",Di bawah Rp. 50.000 /orang
"Satu Meja 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/satu-meja-tanjung-duren,Tanjung Duren , Kafe,4.5,4.4,4.3,4.4,4.4,"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 22:00)","Hanya Non-Tunai: Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Tanjung Duren Utara IV No. 464, Tanjung Duren, Jakarta Barat",082123459912,Rp. 50.000 - Rp. 100.000 /orang
"Coco Bakehouse 
                [ Toko Roti dan Kue,Kafe ]",https://pergikuliner.com/restaurants/jakarta/coco-bakehouse-kelapa-gading,Kelapa Gading ," Toko Roti dan Kue,Kafe",4.3,4.3,4.1,4.3,4.5,"Senin - Sabtu (07:00 - 19:00), Minggu Tutup","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Wifi100% HalalBisa reservasiArea parkir,"Ruko Grand Orchard Square, Blok D No. 9Jl. Terusan Kelapa Hibrida, Kelapa Gading, Jakarta Utara",085171999772,Di bawah Rp. 50.000 /orang
"Sushi Hiro 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/sushi-hiro-senayan,Senayan , Jepang,4.5,4.5,3.8,4.3,4.5,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiRuang VIPArea parkirAlkohol,"Senayan City, Lantai 5Jl. Asia Afrika, Senayan, Jakarta Selatan",021 72782250,Rp. 100.000 - Rp. 200.000 /orang
"UD Djaya Coffee House 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/ud-djaya-coffee-house-tanah-sareal,Tanah Sareal , Kafe,4.4,4.9,4.4,4.5,4.4,Senin - Minggu (09:00 - 22:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Puter No. 4, Tanah Sareal, Bogor",085782255557,Di bawah Rp. 50.000 /orang
"Tata Cakery 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/tata-cakery-pantai-indah-kapuk,Pantai Indah Kapuk , Kafe,4.4,4.2,4.2,4.2,4.5,Senin - Minggu (08:00 - 18:00),"Tunai, Debet",Wifi100% HalalArea parkir,"Ruko Exclusive, Blok G No. 25, Bukit Golf MediteraniaJl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",021 22575041,Rp. 50.000 - Rp. 100.000 /orang
"Sae Eat & Pottery 
                [ Kafe ]",https://pergikuliner.com/restaurants/tangerang/sae-eat-dan-pottery-gading-serpong,Gading Serpong , Kafe,4.3,4.6,3.9,4.6,4.6,Senin - Minggu (09:00 - 21:00),"Hanya Non-Tunai: Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Ruko Fluorite, Blok FR No. 21Jl. Raya Kelapa Gading Utara, Gading Serpong, Serpong, Tangerang",0819888994,Rp. 50.000 - Rp. 100.000 /orang
"Ambrogio Patisserie 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/ambrogio-patisserie-banda,Banda , Kafe,4.2,4.5,3.9,4.1,4.3,Senin - Minggu (08:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Banda No. 24, Banda, Riau, Bandung",022 20512779,Rp. 50.000 - Rp. 100.000 /orang
"Yoshinoya 
                [ Jepang ]",https://pergikuliner.com/restaurants/surabaya/yoshinoya-genteng,Genteng , Jepang,4.6,4.3,4.1,4.3,4.4,Senin - Minggu (10:00 - 22:00),"Tunai, Debet",Pesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Plaza Surabaya, Lantai 1Jl. Pemuda, Genteng, Surabaya",031 5347677,Rp. 50.000 - Rp. 100.000 /orang
"Gruham Coffee & Bistro 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/gruham-coffee-dan-bistro-panglima-polim,Panglima Polim , Kafe,4.1,4.5,4.0,4.7,4.6,"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (07:00 - 21:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Panglima Polim V No. 21, Panglima Polim, Kebayoran Baru, Jakarta Selatan",081382226779,Rp. 50.000 - Rp. 100.000 /orang
"Hagu Coffee & Space 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/hagu-coffee-dan-space-bogor-tengah,Bogor Tengah , Kafe,4.3,4.5,4.1,4.2,4.2,Senin - Minggu (09:00 - 23:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Sancang No. 22A, Bogor Tengah, Bogor",08111128818,Di bawah Rp. 50.000 /orang
"Weekend.ers 
                [ Thailand ]",https://pergikuliner.com/restaurants/bogor/weekend-ers-bogor-timur,Bogor Timur , Thailand,4.4,4.6,4.0,4.3,4.3,"Senin - Jumat (11:00 - 22:00), Sabtu - Minggu (10:00 - 22:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Pajajaran Indah No. 1, Bogor Timur, Bogor","0251 8572759,  08118430886",Rp. 50.000 - Rp. 100.000 /orang
"Fish & Chips ThreeHouse 
                [ Barat,Indonesia ]",https://pergikuliner.com/restaurants/jakarta/fish-dan-chips-threehouse-gatot-subroto,Gatot Subroto ," Barat,Indonesia",4.5,4.4,4.1,4.4,4.3,"Senin - Sabtu (10:00 - 20:30), Minggu Tutup","Tunai, Visa, Master, Debet",Wifi100% HalalBisa reservasiArea parkir,"Apartemen Park Royale, Tower Lobby 1Jl. Gatot Subroto, Gatot Subroto, Jakarta Pusat","021 5717201,  08118991200",Rp. 50.000 - Rp. 100.000 /orang
"Kalia 
                [ Indonesia,Barat ]",https://pergikuliner.com/restaurants/jakarta/kalia-tebet,Tebet ," Indonesia,Barat",4.2,4.5,3.9,4.4,4.5,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Asem Baris Raya No. 121, Tebet, Jakarta Selatan",08111712199,Rp. 50.000 - Rp. 100.000 /orang
"Blue Terrace - Hotel Ayana Midplaza Jakarta 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/blue-terrace-hotel-ayana-midplaza-jakarta-sudirman,Sudirman , Kafe,4.4,4.6,4.1,4.5,4.4,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Hotel Ayana Midplaza Jakarta, Lantai LobbyJl. Jenderal Sudirman, Sudirman, Jakarta Pusat",085718007525,Rp. 100.000 - Rp. 200.000 /orang
"Edelweiss Tea & Coffee House 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/edelweiss-tea-dan-coffee-house-ciumbuleuit,Ciumbuleuit , Kafe,4.2,4.6,3.8,4.5,4.2,"Senin - Kamis (10:00 - 21:00), Jumat - Minggu (10:00 - 22:00)","Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Neglasari Dalam No. 7, Ciumbuleuit, Bandung",085174340078,Rp. 50.000 - Rp. 100.000 /orang
"Haidilao Hot Pot 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/haidilao-hot-pot-thamrin,Thamrin , China,4.3,4.5,3.7,4.8,4.6,Senin - Minggu (10:00 - 02:30),"Tunai, Visa, Master, Debet",WifiBisa reservasiArea parkirAlkohol,"Grand Indonesia Mall, Lantai Upper Ground, East MallJl. MH Thamrin, Thamrin, Jakarta Pusat","021 22394880,  021 22394809",Di atas Rp. 200.000 /orang
"Fuller Smoke Town 
                [ Barat ]",https://pergikuliner.com/restaurants/bandung/fuller-smoke-town-dago-atas,Dago Atas , Barat,4.5,4.7,4.2,4.5,4.4,"Senin - Kamis (11:00 - 23:00), Jumat - Minggu (07:00 - 24:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Jl. Kidang Pananjung No. 5B, Dago Atas, Bandung","082129639122,  082120346021",Rp. 50.000 - Rp. 100.000 /orang
"Rumah Kopi Papowi 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/rumah-kopi-papowi-pantai-indah-kapuk,Pantai Indah Kapuk , Kafe,4.3,4.7,4.6,4.6,4.5,"Senin - Kamis (10:00 - 22:00), Jumat - Minggu (08:30 - 21:00)","Tunai, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Ruko Beach View, Blok A No. 25Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",087894135815,Rp. 50.000 - Rp. 100.000 /orang
"Circolo 
                [ Italia ]",https://pergikuliner.com/restaurants/bandung/circolo-sukajadi,Sukajadi , Italia,4.4,4.7,4.4,4.8,4.7,"Senin - Kamis (11:00 - 24:00), Jumat - Sabtu (11:00 - 01:00), Minggu (11:00 - 24:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Sukajadi No. 198, Sukajadi, Bandung",087880198198,Rp. 100.000 - Rp. 200.000 /orang
